dato,sesong,mesterskap,konkurranse,sted,navn,kjønn,klasse,plassering,treff,bom,sammenlagt plassering,total poeng,total treff,tromscup poeng/treff
10.03.2018,2017/2018,tromscup,Sprint,Bjerkvik,Ole Feten,Menn,17-19,,,,23.,63,26,
10.03.2018,2017/2018,tromscup,Sprint,Bjerkvik,Emil Sjøberg,Menn,17-19,,,,24.,58,27,
10.03.2018,2017/2018,tromscup,Sprint,Bjerkvik,Jørgen Strøm,Menn,17-19,,,,25.,45,12,
10.03.2018,2017/2018,tromscup,Sprint,Bjerkvik,Håkon Sellevoll Dyrstad,Menn,17-19,,,,26.,32,5,
10.03.2018,2017/2018,tromscup,Sprint,Bjerkvik,Torjus Johansen,Menn,17-19,,,,27.,29,7,
10.03.2018,2017/2018,tromscup,Sprint,Bjerkvik,Erlend Andersen,Menn,17-19,,,,28.,24,9,
03.12.2017,2017/2018,tromscup,Sprint,Målselvs,Olav Lanes Severinsen,Menn,20-21,1.0,7.0,3.0,1.,760,76,100/7
03.12.2017,2017/2018,tromscup,Sprint,Målselvs,Vebjørn Skjelmo Sæbø,Menn,20-21,,,,2.,560,57,
03.12.2017,2017/2018,tromscup,Sprint,Målselvs,Robin Johan Benonisen,Menn,20-21,2.0,6.0,4.0,3.,460,59,80/6
03.12.2017,2017/2018,tromscup,Sprint,Målselvs,Sigbjørn Edøy,Menn,20-21,,,,4.,260,16,
03.12.2017,2017/2018,tromscup,Sprint,Målselvs,Mats Jørgen Nordmo Ingdal,Menn,20-21,,,,5.,80,13,
10.12.2017,2017/2018,tromscup,Normal,Nordreisa,Olav Lanes Severinsen,Menn,20-21,2.0,10.0,10.0,1.,760,76,80/10
10.12.2017,2017/2018,tromscup,Normal,Nordreisa,Vebjørn Skjelmo Sæbø,Menn,20-21,,,,2.,560,57,
10.12.2017,2017/2018,tromscup,Normal,Nordreisa,Robin Johan Benonisen,Menn,20-21,1.0,14.0,6.0,3.,460,59,100/14
10.12.2017,2017/2018,tromscup,Normal,Nordreisa,Sigbjørn Edøy,Menn,20-21,,,,4.,260,16,
10.12.2017,2017/2018,tromscup,Normal,Nordreisa,Mats Jørgen Nordmo Ingdal,Menn,20-21,,,,5.,80,13,
30.12.2017,2017/2018,tromscup,Fellesstart,Målselvs,Olav Lanes Severinsen,Menn,20-21,2.0,11.0,9.0,1.,760,76,80/11
30.12.2017,2017/2018,tromscup,Fellesstart,Målselvs,Vebjørn Skjelmo Sæbø,Menn,20-21,3.0,14.0,6.0,2.,560,57,60/14
30.12.2017,2017/2018,tromscup,Fellesstart,Målselvs,Robin Johan Benonisen,Menn,20-21,1.0,17.0,3.0,3.,460,59,100/17
30.12.2017,2017/2018,tromscup,Fellesstart,Målselvs,Sigbjørn Edøy,Menn,20-21,,,,4.,260,16,
30.12.2017,2017/2018,tromscup,Fellesstart,Målselvs,Mats Jørgen Nordmo Ingdal,Menn,20-21,,,,5.,80,13,
08.01.2018,2017/2018,tromscup,Sprint,Laksvatn,Olav Lanes Severinsen,Menn,20-21,,,,1.,760,76,
08.01.2018,2017/2018,tromscup,Sprint,Laksvatn,Vebjørn Skjelmo Sæbø,Menn,20-21,1.0,5.0,5.0,2.,560,57,100/5
08.01.2018,2017/2018,tromscup,Sprint,Laksvatn,Robin Johan Benonisen,Menn,20-21,,,,3.,460,59,
08.01.2018,2017/2018,tromscup,Sprint,Laksvatn,Sigbjørn Edøy,Menn,20-21,,,,4.,260,16,
08.01.2018,2017/2018,tromscup,Sprint,Laksvatn,Mats Jørgen Nordmo Ingdal,Menn,20-21,,,,5.,80,13,
13.01.2018,2017/2018,tromscup,Normal,Bjerkvik,Olav Lanes Severinsen,Menn,20-21,,,,1.,760,76,
13.01.2018,2017/2018,tromscup,Normal,Bjerkvik,Vebjørn Skjelmo Sæbø,Menn,20-21,,,,2.,560,57,
13.01.2018,2017/2018,tromscup,Normal,Bjerkvik,Robin Johan Benonisen,Menn,20-21,1.0,16.0,4.0,3.,460,59,100/16
13.01.2018,2017/2018,tromscup,Normal,Bjerkvik,Sigbjørn Edøy,Menn,20-21,,,,4.,260,16,
13.01.2018,2017/2018,tromscup,Normal,Bjerkvik,Mats Jørgen Nordmo Ingdal,Menn,20-21,2.0,13.0,7.0,5.,80,13,80/13
18.01.2018,2017/2018,tromscup,Sprint,Tromsø,Olav Lanes Severinsen,Menn,20-21,1.0,8.0,2.0,1.,760,76,100/8
18.01.2018,2017/2018,tromscup,Sprint,Tromsø,Vebjørn Skjelmo Sæbø,Menn,20-21,,,,2.,560,57,
18.01.2018,2017/2018,tromscup,Sprint,Tromsø,Robin Johan Benonisen,Menn,20-21,,,,3.,460,59,
18.01.2018,2017/2018,tromscup,Sprint,Tromsø,Sigbjørn Edøy,Menn,20-21,2.0,4.0,6.0,4.,260,16,80/4
18.01.2018,2017/2018,tromscup,Sprint,Tromsø,Mats Jørgen Nordmo Ingdal,Menn,20-21,,,,5.,80,13,
18.01.2018,2017/2018,tromscup,Supersprint,Tromsø,Olav Lanes Severinsen,Menn,20-21,3.0,0.0,,1.,760,76,60/0
18.01.2018,2017/2018,tromscup,Supersprint,Tromsø,Vebjørn Skjelmo Sæbø,Menn,20-21,2.0,0.0,,2.,560,57,80/0
18.01.2018,2017/2018,tromscup,Supersprint,Tromsø,Robin Johan Benonisen,Menn,20-21,,,,3.,460,59,
18.01.2018,2017/2018,tromscup,Supersprint,Tromsø,Sigbjørn Edøy,Menn,20-21,1.0,0.0,,4.,260,16,100/0
18.01.2018,2017/2018,tromscup,Supersprint,Tromsø,Mats Jørgen Nordmo Ingdal,Menn,20-21,,,,5.,80,13,
21.01.2018,2017/2018,tromscup,Fellesstart,Tromsø,Olav Lanes Severinsen,Menn,20-21,1.0,12.0,8.0,1.,760,76,100/12
21.01.2018,2017/2018,tromscup,Fellesstart,Tromsø,Vebjørn Skjelmo Sæbø,Menn,20-21,,,,2.,560,57,
21.01.2018,2017/2018,tromscup,Fellesstart,Tromsø,Robin Johan Benonisen,Menn,20-21,,,,3.,460,59,
21.01.2018,2017/2018,tromscup,Fellesstart,Tromsø,Sigbjørn Edøy,Menn,20-21,2.0,12.0,8.0,4.,260,16,80/12
21.01.2018,2017/2018,tromscup,Fellesstart,Tromsø,Mats Jørgen Nordmo Ingdal,Menn,20-21,,,,5.,80,13,
17.02.2018,2017/2018,KM,Sprint,Bardu,Olav Lanes Severinsen,Menn,20-21,1.0,8.0,2.0,1.,760,76,100/8
17.02.2018,2017/2018,KM,Sprint,Bardu,Vebjørn Skjelmo Sæbø,Menn,20-21,2.0,9.0,1.0,2.,560,57,80/9
17.02.2018,2017/2018,KM,Sprint,Bardu,Robin Johan Benonisen,Menn,20-21,,,,3.,460,59,
17.02.2018,2017/2018,KM,Sprint,Bardu,Sigbjørn Edøy,Menn,20-21,,,,4.,260,16,
17.02.2018,2017/2018,KM,Sprint,Bardu,Mats Jørgen Nordmo Ingdal,Menn,20-21,,,,5.,80,13,
18.02.2018,2017/2018,KM,Fellesstart,Bardu,Olav Lanes Severinsen,Menn,20-21,1.0,12.0,8.0,1.,760,76,100/12
18.02.2018,2017/2018,KM,Fellesstart,Bardu,Vebjørn Skjelmo Sæbø,Menn,20-21,2.0,16.0,4.0,2.,560,57,80/16
18.02.2018,2017/2018,KM,Fellesstart,Bardu,Robin Johan Benonisen,Menn,20-21,,,,3.,460,59,
18.02.2018,2017/2018,KM,Fellesstart,Bardu,Sigbjørn Edøy,Menn,20-21,,,,4.,260,16,
18.02.2018,2017/2018,KM,Fellesstart,Bardu,Mats Jørgen Nordmo Ingdal,Menn,20-21,,,,5.,80,13,
24.02.2018,2017/2018,tromscup,Sprint,Skjervøy,Olav Lanes Severinsen,Menn,20-21,,,,1.,760,76,
24.02.2018,2017/2018,tromscup,Sprint,Skjervøy,Vebjørn Skjelmo Sæbø,Menn,20-21,1.0,5.0,5.0,2.,560,57,100/5
24.02.2018,2017/2018,tromscup,Sprint,Skjervøy,Robin Johan Benonisen,Menn,20-21,,,,3.,460,59,
24.02.2018,2017/2018,tromscup,Sprint,Skjervøy,Sigbjørn Edøy,Menn,20-21,,,,4.,260,16,
24.02.2018,2017/2018,tromscup,Sprint,Skjervøy,Mats Jørgen Nordmo Ingdal,Menn,20-21,,,,5.,80,13,
25.02.2018,2017/2018,tromscup,Normal,Skjervøy,Olav Lanes Severinsen,Menn,20-21,,,,1.,760,76,
25.02.2018,2017/2018,tromscup,Normal,Skjervøy,Vebjørn Skjelmo Sæbø,Menn,20-21,,,,2.,560,57,
25.02.2018,2017/2018,tromscup,Normal,Skjervøy,Robin Johan Benonisen,Menn,20-21,,,,3.,460,59,
25.02.2018,2017/2018,tromscup,Normal,Skjervøy,Sigbjørn Edøy,Menn,20-21,,,,4.,260,16,
25.02.2018,2017/2018,tromscup,Normal,Skjervøy,Mats Jørgen Nordmo Ingdal,Menn,20-21,,,,5.,80,13,
03.03.2018,2017/2018,tromscup,Sprint,Tromsø,Olav Lanes Severinsen,Menn,20-21,1.0,8.0,2.0,1.,760,76,100/8
03.03.2018,2017/2018,tromscup,Sprint,Tromsø,Vebjørn Skjelmo Sæbø,Menn,20-21,3.0,8.0,2.0,2.,560,57,60/8
03.03.2018,2017/2018,tromscup,Sprint,Tromsø,Robin Johan Benonisen,Menn,20-21,2.0,6.0,4.0,3.,460,59,80/6
03.03.2018,2017/2018,tromscup,Sprint,Tromsø,Sigbjørn Edøy,Menn,20-21,,,,4.,260,16,
03.03.2018,2017/2018,tromscup,Sprint,Tromsø,Mats Jørgen Nordmo Ingdal,Menn,20-21,,,,5.,80,13,
10.03.2018,2017/2018,tromscup,Sprint,Bjerkvik,Olav Lanes Severinsen,Menn,20-21,,,,1.,760,76,
10.03.2018,2017/2018,tromscup,Sprint,Bjerkvik,Vebjørn Skjelmo Sæbø,Menn,20-21,,,,2.,560,57,
10.03.2018,2017/2018,tromscup,Sprint,Bjerkvik,Robin Johan Benonisen,Menn,20-21,,,,3.,460,59,
10.03.2018,2017/2018,tromscup,Sprint,Bjerkvik,Sigbjørn Edøy,Menn,20-21,,,,4.,260,16,
10.03.2018,2017/2018,tromscup,Sprint,Bjerkvik,Mats Jørgen Nordmo Ingdal,Menn,20-21,,,,5.,80,13,
03.12.2017,2017/2018,tromscup,Sprint,Målselvs,Alexander Os,Menn,Senior,1.0,4.0,,1.,600,50,100/4
03.12.2017,2017/2018,tromscup,Sprint,Målselvs,Rune Skog,Menn,Senior,2.0,9.0,,2.,340,51,80/9
03.12.2017,2017/2018,tromscup,Sprint,Målselvs,Tor Espen Lynum,Menn,Senior,,,,3.,260,25,
03.12.2017,2017/2018,tromscup,Sprint,Målselvs,Anders Johan Christensen,Menn,Senior,,,,4.,240,21,
03.12.2017,2017/2018,tromscup,Sprint,Målselvs,Espen Robertsen Johansen,Menn,Senior,,,,5.,180,18,
03.12.2017,2017/2018,tromscup,Sprint,Målselvs,Erik Bartlett Kulstad,Menn,Senior,,,,6.,160,13,
03.12.2017,2017/2018,tromscup,Sprint,Målselvs,Hans Prøsch,Menn,Senior,3.0,7.0,,7.,60,7,60/7
10.12.2017,2017/2018,tromscup,Normal,Nordreisa,Alexander Os,Menn,Senior,,,,1.,600,50,
10.12.2017,2017/2018,tromscup,Normal,Nordreisa,Rune Skog,Menn,Senior,,,,2.,340,51,
10.12.2017,2017/2018,tromscup,Normal,Nordreisa,Tor Espen Lynum,Menn,Senior,,,,3.,260,25,
10.12.2017,2017/2018,tromscup,Normal,Nordreisa,Anders Johan Christensen,Menn,Senior,,,,4.,240,21,
10.12.2017,2017/2018,tromscup,Normal,Nordreisa,Espen Robertsen Johansen,Menn,Senior,,,,5.,180,18,
10.12.2017,2017/2018,tromscup,Normal,Nordreisa,Erik Bartlett Kulstad,Menn,Senior,,,,6.,160,13,
10.12.2017,2017/2018,tromscup,Normal,Nordreisa,Hans Prøsch,Menn,Senior,,,,7.,60,7,
30.12.2017,2017/2018,tromscup,Fellesstart,Målselvs,Alexander Os,Menn,Senior,1.0,12.0,,1.,600,50,100/12
30.12.2017,2017/2018,tromscup,Fellesstart,Målselvs,Rune Skog,Menn,Senior,,,,2.,340,51,
30.12.2017,2017/2018,tromscup,Fellesstart,Målselvs,Tor Espen Lynum,Menn,Senior,,,,3.,260,25,
30.12.2017,2017/2018,tromscup,Fellesstart,Målselvs,Anders Johan Christensen,Menn,Senior,,,,4.,240,21,
30.12.2017,2017/2018,tromscup,Fellesstart,Målselvs,Espen Robertsen Johansen,Menn,Senior,2.0,10.0,,5.,180,18,80/10
30.12.2017,2017/2018,tromscup,Fellesstart,Målselvs,Erik Bartlett Kulstad,Menn,Senior,,,,6.,160,13,
30.12.2017,2017/2018,tromscup,Fellesstart,Målselvs,Hans Prøsch,Menn,Senior,,,,7.,60,7,
08.01.2018,2017/2018,tromscup,Sprint,Laksvatn,Alexander Os,Menn,Senior,1.0,8.0,,1.,600,50,100/8
08.01.2018,2017/2018,tromscup,Sprint,Laksvatn,Rune Skog,Menn,Senior,,,,2.,340,51,
08.01.2018,2017/2018,tromscup,Sprint,Laksvatn,Tor Espen Lynum,Menn,Senior,,,,3.,260,25,
08.01.2018,2017/2018,tromscup,Sprint,Laksvatn,Anders Johan Christensen,Menn,Senior,2.0,6.0,,4.,240,21,80/6
08.01.2018,2017/2018,tromscup,Sprint,Laksvatn,Espen Robertsen Johansen,Menn,Senior,,,,5.,180,18,
08.01.2018,2017/2018,tromscup,Sprint,Laksvatn,Erik Bartlett Kulstad,Menn,Senior,,,,6.,160,13,
08.01.2018,2017/2018,tromscup,Sprint,Laksvatn,Hans Prøsch,Menn,Senior,,,,7.,60,7,
13.01.2018,2017/2018,tromscup,Normal,Bjerkvik,Alexander Os,Menn,Senior,,,,1.,600,50,
13.01.2018,2017/2018,tromscup,Normal,Bjerkvik,Rune Skog,Menn,Senior,,,,2.,340,51,
13.01.2018,2017/2018,tromscup,Normal,Bjerkvik,Tor Espen Lynum,Menn,Senior,,,,3.,260,25,
13.01.2018,2017/2018,tromscup,Normal,Bjerkvik,Anders Johan Christensen,Menn,Senior,1.0,12.0,,4.,240,21,100/12
13.01.2018,2017/2018,tromscup,Normal,Bjerkvik,Espen Robertsen Johansen,Menn,Senior,,,,5.,180,18,
13.01.2018,2017/2018,tromscup,Normal,Bjerkvik,Erik Bartlett Kulstad,Menn,Senior,,,,6.,160,13,
13.01.2018,2017/2018,tromscup,Normal,Bjerkvik,Hans Prøsch,Menn,Senior,,,,7.,60,7,
18.01.2018,2017/2018,tromscup,Sprint,Tromsø,Alexander Os,Menn,Senior,1.0,7.0,,1.,600,50,100/7
18.01.2018,2017/2018,tromscup,Sprint,Tromsø,Rune Skog,Menn,Senior,2.0,10.0,,2.,340,51,80/10
18.01.2018,2017/2018,tromscup,Sprint,Tromsø,Tor Espen Lynum,Menn,Senior,,,,3.,260,25,
18.01.2018,2017/2018,tromscup,Sprint,Tromsø,Anders Johan Christensen,Menn,Senior,3.0,3.0,,4.,240,21,60/3
18.01.2018,2017/2018,tromscup,Sprint,Tromsø,Espen Robertsen Johansen,Menn,Senior,,,,5.,180,18,
18.01.2018,2017/2018,tromscup,Sprint,Tromsø,Erik Bartlett Kulstad,Menn,Senior,,,,6.,160,13,
18.01.2018,2017/2018,tromscup,Sprint,Tromsø,Hans Prøsch,Menn,Senior,,,,7.,60,7,
18.01.2018,2017/2018,tromscup,Supersprint,Tromsø,Alexander Os,Menn,Senior,,,,1.,600,50,
18.01.2018,2017/2018,tromscup,Supersprint,Tromsø,Rune Skog,Menn,Senior,,,,2.,340,51,
18.01.2018,2017/2018,tromscup,Supersprint,Tromsø,Tor Espen Lynum,Menn,Senior,,,,3.,260,25,
18.01.2018,2017/2018,tromscup,Supersprint,Tromsø,Anders Johan Christensen,Menn,Senior,,,,4.,240,21,
18.01.2018,2017/2018,tromscup,Supersprint,Tromsø,Espen Robertsen Johansen,Menn,Senior,,,,5.,180,18,
18.01.2018,2017/2018,tromscup,Supersprint,Tromsø,Erik Bartlett Kulstad,Menn,Senior,1.0,0.0,,6.,160,13,100/0
18.01.2018,2017/2018,tromscup,Supersprint,Tromsø,Hans Prøsch,Menn,Senior,,,,7.,60,7,
21.01.2018,2017/2018,tromscup,Fellesstart,Tromsø,Alexander Os,Menn,Senior,1.0,12.0,,1.,600,50,100/12
21.01.2018,2017/2018,tromscup,Fellesstart,Tromsø,Rune Skog,Menn,Senior,2.0,16.0,,2.,340,51,80/16
21.01.2018,2017/2018,tromscup,Fellesstart,Tromsø,Tor Espen Lynum,Menn,Senior,,,,3.,260,25,
21.01.2018,2017/2018,tromscup,Fellesstart,Tromsø,Anders Johan Christensen,Menn,Senior,,,,4.,240,21,
21.01.2018,2017/2018,tromscup,Fellesstart,Tromsø,Espen Robertsen Johansen,Menn,Senior,,,,5.,180,18,
21.01.2018,2017/2018,tromscup,Fellesstart,Tromsø,Erik Bartlett Kulstad,Menn,Senior,3.0,13.0,,6.,160,13,60/13
21.01.2018,2017/2018,tromscup,Fellesstart,Tromsø,Hans Prøsch,Menn,Senior,,,,7.,60,7,
17.02.2018,2017/2018,KM,Sprint,Bardu,Alexander Os,Menn,Senior,,,,1.,600,50,
17.02.2018,2017/2018,KM,Sprint,Bardu,Rune Skog,Menn,Senior,,,,2.,340,51,
17.02.2018,2017/2018,KM,Sprint,Bardu,Tor Espen Lynum,Menn,Senior,2.0,5.0,,3.,260,25,80/5
17.02.2018,2017/2018,KM,Sprint,Bardu,Anders Johan Christensen,Menn,Senior,,,,4.,240,21,
17.02.2018,2017/2018,KM,Sprint,Bardu,Espen Robertsen Johansen,Menn,Senior,1.0,8.0,,5.,180,18,100/8
17.02.2018,2017/2018,KM,Sprint,Bardu,Erik Bartlett Kulstad,Menn,Senior,,,,6.,160,13,
17.02.2018,2017/2018,KM,Sprint,Bardu,Hans Prøsch,Menn,Senior,,,,7.,60,7,
18.02.2018,2017/2018,KM,Fellesstart,Bardu,Alexander Os,Menn,Senior,,,,1.,600,50,
18.02.2018,2017/2018,KM,Fellesstart,Bardu,Rune Skog,Menn,Senior,1.0,16.0,,2.,340,51,100/16
18.02.2018,2017/2018,KM,Fellesstart,Bardu,Tor Espen Lynum,Menn,Senior,2.0,13.0,,3.,260,25,80/13
18.02.2018,2017/2018,KM,Fellesstart,Bardu,Anders Johan Christensen,Menn,Senior,,,,4.,240,21,
18.02.2018,2017/2018,KM,Fellesstart,Bardu,Espen Robertsen Johansen,Menn,Senior,,,,5.,180,18,
18.02.2018,2017/2018,KM,Fellesstart,Bardu,Erik Bartlett Kulstad,Menn,Senior,,,,6.,160,13,
18.02.2018,2017/2018,KM,Fellesstart,Bardu,Hans Prøsch,Menn,Senior,,,,7.,60,7,
24.02.2018,2017/2018,tromscup,Sprint,Skjervøy,Alexander Os,Menn,Senior,,,,1.,600,50,
24.02.2018,2017/2018,tromscup,Sprint,Skjervøy,Rune Skog,Menn,Senior,,,,2.,340,51,
24.02.2018,2017/2018,tromscup,Sprint,Skjervøy,Tor Espen Lynum,Menn,Senior,,,,3.,260,25,
24.02.2018,2017/2018,tromscup,Sprint,Skjervøy,Anders Johan Christensen,Menn,Senior,,,,4.,240,21,
24.02.2018,2017/2018,tromscup,Sprint,Skjervøy,Espen Robertsen Johansen,Menn,Senior,,,,5.,180,18,
24.02.2018,2017/2018,tromscup,Sprint,Skjervøy,Erik Bartlett Kulstad,Menn,Senior,,,,6.,160,13,
24.02.2018,2017/2018,tromscup,Sprint,Skjervøy,Hans Prøsch,Menn,Senior,,,,7.,60,7,
25.02.2018,2017/2018,tromscup,Normal,Skjervøy,Alexander Os,Menn,Senior,,,,1.,600,50,
25.02.2018,2017/2018,tromscup,Normal,Skjervøy,Rune Skog,Menn,Senior,,,,2.,340,51,
25.02.2018,2017/2018,tromscup,Normal,Skjervøy,Tor Espen Lynum,Menn,Senior,,,,3.,260,25,
25.02.2018,2017/2018,tromscup,Normal,Skjervøy,Anders Johan Christensen,Menn,Senior,,,,4.,240,21,
25.02.2018,2017/2018,tromscup,Normal,Skjervøy,Espen Robertsen Johansen,Menn,Senior,,,,5.,180,18,
25.02.2018,2017/2018,tromscup,Normal,Skjervøy,Erik Bartlett Kulstad,Menn,Senior,,,,6.,160,13,
25.02.2018,2017/2018,tromscup,Normal,Skjervøy,Hans Prøsch,Menn,Senior,,,,7.,60,7,
03.03.2018,2017/2018,tromscup,Sprint,Tromsø,Alexander Os,Menn,Senior,1.0,7.0,,1.,600,50,100/7
03.03.2018,2017/2018,tromscup,Sprint,Tromsø,Rune Skog,Menn,Senior,,,,2.,340,51,
03.03.2018,2017/2018,tromscup,Sprint,Tromsø,Tor Espen Lynum,Menn,Senior,,,,3.,260,25,
03.03.2018,2017/2018,tromscup,Sprint,Tromsø,Anders Johan Christensen,Menn,Senior,,,,4.,240,21,
03.03.2018,2017/2018,tromscup,Sprint,Tromsø,Espen Robertsen Johansen,Menn,Senior,,,,5.,180,18,
03.03.2018,2017/2018,tromscup,Sprint,Tromsø,Erik Bartlett Kulstad,Menn,Senior,,,,6.,160,13,
03.03.2018,2017/2018,tromscup,Sprint,Tromsø,Hans Prøsch,Menn,Senior,,,,7.,60,7,
10.03.2018,2017/2018,tromscup,Sprint,Bjerkvik,Alexander Os,Menn,Senior,,,,1.,600,50,
10.03.2018,2017/2018,tromscup,Sprint,Bjerkvik,Rune Skog,Menn,Senior,,,,2.,340,51,
10.03.2018,2017/2018,tromscup,Sprint,Bjerkvik,Tor Espen Lynum,Menn,Senior,1.0,7.0,,3.,260,25,100/7
10.03.2018,2017/2018,tromscup,Sprint,Bjerkvik,Anders Johan Christensen,Menn,Senior,,,,4.,240,21,
10.03.2018,2017/2018,tromscup,Sprint,Bjerkvik,Espen Robertsen Johansen,Menn,Senior,,,,5.,180,18,
10.03.2018,2017/2018,tromscup,Sprint,Bjerkvik,Erik Bartlett Kulstad,Menn,Senior,,,,6.,160,13,
10.03.2018,2017/2018,tromscup,Sprint,Bjerkvik,Hans Prøsch,Menn,Senior,,,,7.,60,7,
02.12.2018,2018/2019,tromscup,Sprint,Målselvs,Kaja Vollstad,Jenter,13-14,1.0,6.0,4.0,1.,900,69,100/6
02.12.2018,2018/2019,tromscup,Sprint,Målselvs,Mali Sofie Hanssen,Jenter,13-14,,,,2.,670,67,
02.12.2018,2018/2019,tromscup,Sprint,Målselvs,Elise Berntsen Løvland,Jenter,13-14,5.0,4.0,6.0,3.,620,67,45/4
02.12.2018,2018/2019,tromscup,Sprint,Målselvs,Ane Eriksen Berglund,Jenter,13-14,2.0,7.0,3.0,4.,595,74,80/7
02.12.2018,2018/2019,tromscup,Sprint,Målselvs,Carmen Aamo,Jenter,13-14,,,,5.,521,61,
02.12.2018,2018/2019,tromscup,Sprint,Målselvs,Eli Huglen,Jenter,13-14,2.0,5.0,5.0,6.,445,41,80/5
02.12.2018,2018/2019,tromscup,Sprint,Målselvs,Nora K Sjøberg,Jenter,13-14,4.0,6.0,4.0,7.,276,36,50/6
02.12.2018,2018/2019,tromscup,Sprint,Målselvs,Frida Mathea Veseth Høgbakk,Jenter,13-14,,,,8.,184,15,
02.12.2018,2018/2019,tromscup,Sprint,Målselvs,Ina-Mari Skoglund,Jenter,13-14,,,,9.,140,19,
02.12.2018,2018/2019,tromscup,Sprint,Målselvs,Mona Danielsen Holmer,Jenter,13-14,,,,10.,45,6,
08.12.2018,2018/2019,tromscup,Normal,Nordreisa,Kaja Vollstad,Jenter,13-14,2.0,4.0,6.0,1.,900,69,80/4
08.12.2018,2018/2019,tromscup,Normal,Nordreisa,Mali Sofie Hanssen,Jenter,13-14,1.0,9.0,1.0,2.,670,67,100/9
08.12.2018,2018/2019,tromscup,Normal,Nordreisa,Elise Berntsen Løvland,Jenter,13-14,4.0,6.0,4.0,3.,620,67,50/6
08.12.2018,2018/2019,tromscup,Normal,Nordreisa,Ane Eriksen Berglund,Jenter,13-14,6.0,6.0,4.0,4.,595,74,40/6
08.12.2018,2018/2019,tromscup,Normal,Nordreisa,Carmen Aamo,Jenter,13-14,5.0,4.0,6.0,5.,521,61,45/4
08.12.2018,2018/2019,tromscup,Normal,Nordreisa,Eli Huglen,Jenter,13-14,8.0,0.0,10.0,6.,445,41,32/0
08.12.2018,2018/2019,tromscup,Normal,Nordreisa,Nora K Sjøberg,Jenter,13-14,,,,7.,276,36,
08.12.2018,2018/2019,tromscup,Normal,Nordreisa,Frida Mathea Veseth Høgbakk,Jenter,13-14,7.0,2.0,8.0,8.,184,15,36/2
08.12.2018,2018/2019,tromscup,Normal,Nordreisa,Ina-Mari Skoglund,Jenter,13-14,3.0,8.0,2.0,9.,140,19,60/8
08.12.2018,2018/2019,tromscup,Normal,Nordreisa,Mona Danielsen Holmer,Jenter,13-14,,,,10.,45,6,
30.12.2018,2018/2019,tromscup,Fellesstart,Målselvs,Kaja Vollstad,Jenter,13-14,1.0,9.0,1.0,1.,900,69,100/9
30.12.2018,2018/2019,tromscup,Fellesstart,Målselvs,Mali Sofie Hanssen,Jenter,13-14,2.0,8.0,2.0,2.,670,67,80/8
30.12.2018,2018/2019,tromscup,Fellesstart,Målselvs,Elise Berntsen Løvland,Jenter,13-14,4.0,7.0,3.0,3.,620,67,50/7
30.12.2018,2018/2019,tromscup,Fellesstart,Målselvs,Ane Eriksen Berglund,Jenter,13-14,6.0,8.0,2.0,4.,595,74,40/8
30.12.2018,2018/2019,tromscup,Fellesstart,Målselvs,Carmen Aamo,Jenter,13-14,3.0,7.0,3.0,5.,521,61,60/7
30.12.2018,2018/2019,tromscup,Fellesstart,Målselvs,Eli Huglen,Jenter,13-14,,,,6.,445,41,
30.12.2018,2018/2019,tromscup,Fellesstart,Målselvs,Nora K Sjøberg,Jenter,13-14,5.0,6.0,4.0,7.,276,36,45/6
30.12.2018,2018/2019,tromscup,Fellesstart,Målselvs,Frida Mathea Veseth Høgbakk,Jenter,13-14,,,,8.,184,15,
30.12.2018,2018/2019,tromscup,Fellesstart,Målselvs,Ina-Mari Skoglund,Jenter,13-14,,,,9.,140,19,
30.12.2018,2018/2019,tromscup,Fellesstart,Målselvs,Mona Danielsen Holmer,Jenter,13-14,,,,10.,45,6,
06.01.2019,2018/2019,tromscup,Sprint,Laksvatn,Kaja Vollstad,Jenter,13-14,3.0,5.0,5.0,1.,900,69,60/5
06.01.2019,2018/2019,tromscup,Sprint,Laksvatn,Mali Sofie Hanssen,Jenter,13-14,2.0,8.0,2.0,2.,670,67,80/8
06.01.2019,2018/2019,tromscup,Sprint,Laksvatn,Elise Berntsen Løvland,Jenter,13-14,5.0,5.0,5.0,3.,620,67,45/5
06.01.2019,2018/2019,tromscup,Sprint,Laksvatn,Ane Eriksen Berglund,Jenter,13-14,4.0,9.0,1.0,4.,595,74,50/9
06.01.2019,2018/2019,tromscup,Sprint,Laksvatn,Carmen Aamo,Jenter,13-14,1.0,9.0,1.0,5.,521,61,100/9
06.01.2019,2018/2019,tromscup,Sprint,Laksvatn,Eli Huglen,Jenter,13-14,6.0,4.0,6.0,6.,445,41,40/4
06.01.2019,2018/2019,tromscup,Sprint,Laksvatn,Nora K Sjøberg,Jenter,13-14,7.0,5.0,5.0,7.,276,36,36/5
06.01.2019,2018/2019,tromscup,Sprint,Laksvatn,Frida Mathea Veseth Høgbakk,Jenter,13-14,,,,8.,184,15,
06.01.2019,2018/2019,tromscup,Sprint,Laksvatn,Ina-Mari Skoglund,Jenter,13-14,,,,9.,140,19,
06.01.2019,2018/2019,tromscup,Sprint,Laksvatn,Mona Danielsen Holmer,Jenter,13-14,,,,10.,45,6,
12.01.2019,2018/2019,tromscup,Normal,Bjerkvik,Kaja Vollstad,Jenter,13-14,1.0,8.0,2.0,1.,900,69,100/8
